timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
421561966,34.0356463445,108.757417625,422.367,0.672114,-4.03369,-1.11338,-1.46502,1,1,0
431928054,34.0356384555,108.757421464,422.465,-0.205101,-3.67999,-1.21121,-1.46012,1,1,0
448927914,34.0356384555,108.757421464,422.465,-0.205101,-3.67999,-1.21121,-1.43449,1,1,0
754087204,34.0354859811,108.757462443,422.654,-17.1595,0.096141,-1.39995,1.49406,1,1,0
