timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
741404087,0.0,0.0,0.0,0.0
741405325,0.0,0.0,0.0,0.0
741605208,0.0,0.0,0.0,0.0
741805088,0.0,0.0,0.0,0.0
742004955,0.0,0.0,0.0,0.0
742203591,0.0,0.0,0.0,0.0
742405957,0.00494064,0.00732528,-2.00616e-05,0.0
742606049,0.0145082,0.0219912,-0.000111302,0.0
742805703,0.0243999,0.0357952,-9.41899e-05,0.0
743005589,0.0319521,0.0474764,-0.000484121,0.0
743205474,0.0375966,0.05254,-0.00182853,0.0
743404237,0.0421411,0.0547393,-0.00259369,0.0
743603984,0.0455562,0.0576968,-0.00245801,0.0
743806338,0.0461123,0.0674381,-0.00551301,0.0
744006221,0.0423869,0.0640579,-0.00903767,0.0
744206190,0.0348178,0.0501374,-0.00907587,0.0
744405977,0.0236251,0.0406931,-0.00778536,0.0
744604606,0.0181315,0.0408882,-0.0112761,0.0
744804487,0.0137679,0.0446225,-0.0151971,0.0
745004425,0.0090318,0.0409619,-0.0180562,0.0
745206728,0.0064656,0.0390753,-0.0200618,0.0
745406596,0.00120554,0.0395682,-0.0223926,0.0
745606477,-0.00435448,0.03881,-0.0257892,0.0
745805170,-0.00677794,0.0352745,-0.027705,0.0
746004996,-0.0095074,0.0277425,-0.029374,0.0
746204882,-0.0146661,0.0222154,-0.0283019,0.0
746403511,-0.0169492,0.0149787,-0.0262584,0.0
746607162,-0.0181207,0.0123986,-0.0242337,0.0
746806987,-0.0194289,0.0115085,-0.0226073,0.0
747005631,-0.0211843,0.0111401,-0.0214157,0.0
747205541,-0.0244935,0.00884304,-0.0203787,0.0
747405393,-0.0250337,0.0088475,-0.0189061,0.0
747604016,-0.026257,0.00766101,-0.0170438,0.0
747803889,-0.0251933,0.0102319,-0.015372,0.0
748007497,-0.0275569,0.00925222,-0.0130264,0.0
748206133,-0.0278374,0.00975807,-0.0108171,0.0
748406005,-0.0266537,0.00979137,-0.00923795,0.0
748605902,-0.0238059,0.0117121,-0.00818959,0.0
748804707,-0.0240583,0.0120462,-0.00711106,0.0
749004417,-0.0261986,0.0113055,-0.00609725,0.0
749204279,-0.0282065,0.0108048,-0.00516705,0.0
749406642,-0.0286988,0.00958355,-0.00441024,0.0
749606691,-0.0305646,0.00916805,-0.00402729,0.0
749806396,-0.032898,0.00794528,-0.00381487,0.0
750005031,-0.0344278,0.00722938,-0.00331307,0.0
750204912,-0.0340986,0.00614768,-0.00304018,0.0
750404964,-0.0348715,0.00509698,-0.00254264,0.0
750603425,-0.0325233,0.00447158,0.00159063,0.0
750807029,-0.0317267,0.00254395,-0.0006148,0.0
751006912,-0.0337825,0.00225182,-0.00516725,0.0
751205630,-0.0331912,0.00169484,-0.00783908,0.0
751405414,-0.0307522,0.000803649,-0.00397214,0.0
751605288,-0.0254467,-6.75613e-05,-0.00329233,0.0
751803932,-0.0242878,-0.000333124,-0.00467291,0.0
752003898,-0.0232153,-0.000576768,-0.00592165,0.0
752207419,-0.0227308,-0.00132901,-0.00683195,0.0
752406046,-0.0222883,-0.00255227,-0.00717991,0.0
752605922,-0.020373,-0.0034947,-0.00695689,0.0
752805878,-0.0193319,-0.00499441,-0.0099534,0.0
753004456,-0.0168098,-0.0031267,-0.0174843,0.0
753204311,-0.016191,-0.00243035,-0.0212521,0.0
753404202,-0.0156469,-0.00536487,-0.0233378,0.0
753606559,-0.0150193,-0.00456772,-0.025075,0.0
753807676,-0.0158553,-0.00191089,-0.0257611,0.0
754006310,-0.0179919,0.000726649,-0.0255674,0.0
754204970,-0.0229116,0.00236354,-0.0249737,0.0
754404839,-0.0235301,0.00300509,-0.0244565,0.0
754604703,-0.0242942,0.00490462,-0.0242376,0.0
754803338,-0.0254975,0.0058852,-0.0232779,0.0
755006943,-0.0294009,0.00619164,-0.0215125,0.0
755208073,-0.0307267,0.00484045,-0.0194669,0.0
755405466,-0.032881,0.00293905,-0.0178098,0.0
755605337,-0.0343423,0.000472656,-0.0172669,0.0
755805217,-0.0383211,-0.00254184,-0.0179222,0.0
756003844,-0.0402991,-0.00395074,-0.0195096,0.0
756203724,-0.0423388,-0.00567239,-0.021279,0.0
756407331,-0.0419295,-0.00843088,-0.0225433,0.0
756606170,-0.0446102,-0.0108014,-0.0231713,0.0
756805845,-0.044287,-0.0144581,-0.0128741,0.0
757005729,-0.0431112,-0.0158851,-0.00651373,0.0
757204402,-0.0411914,-0.0178675,-0.00229323,0.0
757404344,-0.0417056,-0.0179331,0.000436821,0.0
757604110,-0.0410989,-0.018306,0.0025066,0.0
757806479,-0.0421353,-0.0190313,0.00418739,0.0
758006350,-0.0392254,-0.020396,0.00542457,0.0
758207569,-0.0363779,-0.0207867,0.00644568,0.0
758404870,-0.0357584,-0.0205794,0.0070515,0.0
758604744,-0.0350975,-0.0205659,0.00713501,0.0
758804623,-0.034253,-0.0210075,0.00663804,0.0
759003350,-0.0339602,-0.0232723,0.0060061,0.0
759206856,-0.0337375,-0.0247346,0.00525134,0.0
759406736,-0.033521,-0.025305,0.00487997,0.0
759605370,-0.0316837,-0.0260307,0.0047192,0.0
759805320,-0.031262,-0.026275,0.00449208,0.0
760005157,-0.0308601,-0.0269142,0.00418593,0.0
760203765,-0.0302318,-0.0278154,0.00382547,0.0
760403645,-0.0302516,-0.0293768,0.00352391,0.0
760607251,-0.0287639,-0.0310451,0.0032895,0.0
760803448,-0.0295164,-0.0315887,0.00302279,0.0
761005760,-0.0289178,-0.0323146,0.00309394,0.0
761205645,-0.0292541,-0.0320837,0.00327784,0.0
761404284,-0.0300098,-0.0315352,0.00331401,0.0
761604162,-0.0288983,-0.0320533,0.00329444,0.0
761804042,-0.0283553,-0.0327108,0.00345693,0.0
762006397,-0.0260515,-0.0332813,0.00351835,0.0
762206275,-0.0267322,-0.0338269,0.00328056,0.0
762406150,-0.0266245,-0.0341855,0.00284567,0.0
762604783,-0.0266862,-0.0340936,0.00258609,0.0
762804862,-0.0268104,-0.0335803,0.00244841,0.0
763004549,-0.0260356,-0.0341436,0.00249111,0.0
763204437,-0.0254048,-0.0343345,0.00226764,0.0
763406794,-0.0262993,-0.0349119,0.00189168,0.0
763606816,-0.0269555,-0.0354303,0.00138622,0.0
763805296,-0.0278046,-0.0365286,0.00102998,0.0
764005175,-0.027882,-0.0370439,0.000645004,0.0
764205065,-0.0277493,-0.0378569,0.000236843,0.0
764403801,-0.0271084,-0.0380199,-0.000157978,0.0
764603574,-0.0265761,-0.0387843,-0.000498078,0.0
764807170,-0.027649,-0.0382295,-0.00117085,0.0
765005807,-0.0296569,-0.0371198,-0.00249332,0.0
765205767,-0.0307165,-0.0374918,-0.00384332,0.0
765405560,-0.0314737,-0.0375327,-0.00464004,0.0
765605452,-0.031276,-0.0369135,-0.00470696,0.0
765804079,-0.0309809,-0.036537,-0.00436523,0.0
766004004,-0.0296013,-0.0373841,-0.00391327,0.0
766207574,-0.0302625,-0.0374417,-0.00355197,0.0
766406210,-0.0305301,-0.03784,-0.00337988,0.0
766606071,-0.0313197,-0.0374961,-0.00342215,0.0
766805966,-0.0311483,-0.0373935,-0.00343807,0.0
767004584,-0.0320766,-0.0366967,-0.0034763,0.0
767204469,-0.0325155,-0.0364697,-0.00348857,0.0
767404349,-0.0324989,-0.0358442,-0.00329604,0.0
767607955,-0.0316311,-0.0358578,-0.0030426,0.0
767806613,-0.0322711,-0.0356854,-0.00302983,0.0
768006473,-0.0311503,-0.0370801,-0.00286754,0.0
768205098,-0.0319451,-0.0373646,-0.00195474,0.0
768404973,-0.0302319,-0.0382544,-0.000770343,0.0
768604858,-0.0305089,-0.0383964,0.000325518,0.0
768803495,-0.0297471,-0.0380392,0.000832002,0.0
769007099,-0.0279543,-0.0388524,0.000786803,0.0
769206975,-0.0286874,-0.0390963,0.000773644,0.0
769405621,-0.0294313,-0.0398856,0.00101631,0.0
769605500,-0.0273714,-0.0403832,0.00134634,0.0
769804313,-0.0274838,-0.0392083,0.00141873,0.0
770004050,-0.0264529,-0.0401152,0.00128019,0.0
770203887,-0.0267579,-0.0406705,0.00106849,0.0
770407488,-0.0267316,-0.0401431,0.00100282,0.0
770606309,-0.0257208,-0.0405786,0.00130954,0.0
770805997,-0.0239072,-0.0408793,0.00155137,0.0
771005887,-0.0238112,-0.0407283,0.00125328,0.0
771204511,-0.0241671,-0.040404,0.000400828,0.0
771404575,-0.0251917,-0.0405205,-0.000684564,0.0
771604271,-0.0260389,-0.0409027,-0.00123508,0.0
771806631,-0.0264434,-0.0408695,-0.00146256,0.0
772006511,-0.0265028,-0.0416048,-0.00183236,0.0
772206502,-0.0264946,-0.042682,-0.00246122,0.0
772405025,-0.0271361,-0.0429902,-0.00318978,0.0
772604897,-0.0323094,-0.041113,-0.00351861,0.0
772804769,-0.032347,-0.0409695,-0.00301776,0.0
773003478,-0.0309262,-0.0405925,-0.0022196,0.0
773207012,-0.030723,-0.0397528,-0.00136701,0.0
773408155,-0.0300116,-0.03943,-0.00101969,0.0
773605540,-0.0294255,-0.0383074,-0.00141707,0.0
773805500,-0.0284305,-0.0374414,-0.00225406,0.0
774005290,-0.0279942,-0.036071,-0.00325951,0.0
774203923,-0.028239,-0.0358047,-0.00414613,0.0
774403801,-0.0273273,-0.0361248,-0.00489408,0.0
774607448,-0.0274413,-0.0365106,-0.00537973,0.0
774806041,-0.0264504,-0.03632,-0.00599771,0.0
775005929,-0.0262829,-0.0361137,-0.00673561,0.0
775205802,-0.0260148,-0.0369283,-0.00762294,0.0
775404442,-0.0253457,-0.0370395,-0.0089267,0.0
775604311,-0.0251549,-0.0375728,-0.0104334,0.0
775804199,-0.024601,-0.0380971,-0.0115341,0.0
776006603,-0.0259119,-0.0385359,-0.0124492,0.0
776206448,-0.0262642,-0.0390633,-0.0131138,0.0
776407570,-0.0271453,-0.0397675,-0.0131154,0.0
776604956,-0.0285332,-0.0397858,-0.0123293,0.0
776805022,-0.0294491,-0.0400154,-0.0113409,0.0
777004709,-0.0291615,-0.0394639,-0.0103264,0.0
777203344,-0.0283723,-0.0391532,-0.00946424,0.0
777406959,-0.0286224,-0.0386483,-0.00839896,0.0
777606979,-0.0286397,-0.038399,-0.00722136,0.0
777805455,-0.0277928,-0.0394444,-0.0060664,0.0
778005342,-0.0272049,-0.0396223,-0.00521824,0.0
778205224,-0.0269674,-0.039596,-0.00470662,0.0
778403964,-0.025768,-0.0401967,-0.00440594,0.0
778603732,-0.025941,-0.0407429,-0.00449098,0.0
