timestamp,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2]
741396389,3670026,-0.00265538,-0.00359258,-0.000250443,3670026,-0.00875374,-0.00487136,0.0460663,396809,0.0,0.0,0.0
741406319,3670026,-0.00265541,-0.00359261,-0.000250445,3670026,-0.00875381,-0.00487139,0.0460666,396809,0.0,0.0,0.0
742399500,3670026,-0.00266614,-0.00360083,-0.000292905,3670026,-0.00875997,-0.00487483,0.04551,396809,0.0,0.0,0.0
743402771,3670026,-0.00265578,-0.00357372,-0.00034226,3670026,-0.00860118,-0.00495733,0.0462717,396809,0.0,0.0,0.0
744400760,3670026,-0.00269112,-0.00359699,-0.000378853,3670026,-0.00862385,-0.00564673,0.0468037,396809,0.0,0.0,0.0
745398943,3670026,-0.00267333,-0.00358297,-0.000374325,3670026,-0.00893021,-0.00499013,0.0460025,396809,0.0,0.0,0.0
746402022,3670026,-0.00266623,-0.00358684,-0.00037267,3670026,-0.00850958,-0.00483875,0.0461335,396809,0.0,0.0,0.0
747400168,3670026,-0.0026627,-0.00357689,-0.000375278,3670026,-0.00857751,-0.00489731,0.0467307,396809,0.0,0.0,0.0
748398315,3670026,-0.00267461,-0.00356835,-0.000378066,3670026,-0.00897226,-0.00518844,0.0470471,396809,0.0,0.0,0.0
749406395,3670026,-0.0026907,-0.00358044,-0.000379821,3670026,-0.0087424,-0.00547245,0.0468993,396809,0.0,0.0,0.0
750399719,3670026,-0.0026941,-0.00358156,-0.000382028,3670026,-0.00867654,-0.00553845,0.04643,396809,0.0,0.0,0.0
751402689,3670026,-0.00270111,-0.00358808,-0.000389892,3670026,-0.0086616,-0.00561581,0.0463424,396809,0.0,0.0,0.0
752400837,3670026,-0.00268803,-0.00365163,-0.000396536,3670026,-0.00779156,-0.00533637,0.0472322,396809,0.0,0.0,0.0
753398985,3670026,-0.00268871,-0.0036617,-0.000398076,3670026,-0.00738246,-0.00474916,0.049917,396809,0.0,0.0,0.0
