timestamp,timestamp_last_signal,rssi,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],channel_count,rc_failsafe,rc_lost,input_source
79909534,79909534,38,0,0,0,1493,1508,1090,1918,1499,1214,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
79932710,79932710,38,0,0,0,1493,1508,1090,1918,1499,1214,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
80424449,80424449,38,0,0,0,1493,1508,1090,1490,1499,1214,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
80927442,80927442,38,0,0,0,1493,1508,1090,1488,1499,1214,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
81414539,81414539,38,0,0,0,1493,1508,1090,1487,1499,1214,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
81929428,81929428,38,0,0,0,1493,1508,1127,1493,1499,1214,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
82413010,82413010,38,0,0,0,1493,1508,1128,1493,1499,1214,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
82924582,82924582,38,0,0,0,1493,1508,1128,1488,1499,1214,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
83416467,83416467,38,0,0,0,1493,1508,1245,1491,1499,1214,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
83930973,83930973,38,0,0,0,1493,1508,1247,1488,1499,1214,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
84419971,84419971,38,0,0,0,1493,1508,1312,1493,1499,1214,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
84911597,84911597,38,0,0,0,1493,1508,1387,1488,1499,1214,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
85423453,85423453,38,0,0,0,1493,1508,1422,1491,1499,1214,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
85913063,85913063,38,0,0,0,1493,1508,1481,1490,1499,1214,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
86421648,86421648,38,0,0,0,1493,1508,1515,1488,1499,1214,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
86931108,86931108,38,0,0,0,1493,1508,1568,1472,1499,1214,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
87420000,87420000,38,0,0,0,1495,1578,1597,1469,1499,1214,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
87910213,87910213,38,0,0,0,1494,1571,1542,1494,1499,1214,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
88423608,88423608,38,0,0,0,1495,1540,1593,1493,1499,1214,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
88913471,88913471,38,0,0,0,1493,1507,1522,1492,1499,1214,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
89425031,89425031,38,0,0,0,1548,1651,1528,1488,1499,1214,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
89913803,89913803,38,0,0,0,1493,1508,1628,1443,1499,1214,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
90424139,90424139,38,0,0,0,1514,1617,1606,1447,1499,1214,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
90911995,90911995,38,0,0,0,1493,1507,1500,1493,1499,1214,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
91422031,91422031,38,0,0,0,1496,1589,1644,1462,1499,1214,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
91910568,91910568,38,0,0,0,1521,1514,1568,1524,1499,1214,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
92419777,92419777,38,0,0,0,1536,1508,1507,1598,1499,1214,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
92911592,92911592,38,0,0,0,1493,1508,1585,1507,1499,1214,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
93425438,93425438,38,0,0,0,1510,1507,1615,1398,1499,1214,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
93917387,93917387,38,0,0,0,1508,1577,1589,1495,1499,1214,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
94427892,94427892,38,0,0,0,1497,1532,1521,1494,1499,1214,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
94930775,94930775,38,0,0,0,1494,1573,1515,1495,1499,1214,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
95422281,95422281,38,0,0,0,1493,1507,1681,1491,1499,1214,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
95927252,95927252,38,0,0,0,1572,1508,1557,1490,1499,1214,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
96410819,96410819,38,0,0,0,1493,1507,1518,1495,1499,1214,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
