timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,accel_rate_hz,gyro_rate_hz
79887104,3670026,3670026,0,0,0,0,0,0.000239749,9.70988e-06,4.45813e-10,805,805
79991353,3670026,3670026,0,0,0,0,0,0.000533938,4.25942e-05,4.75166e-09,805,805
80930237,3670026,3670026,0,0,0,0,0,0.0071508,0.000805365,4.21913e-07,805,805
81868989,3670026,3670026,0,0,0,0,0,0.0101054,0.00132477,1.17172e-06,805,805
82912120,3670026,3670026,0,0,0,0,0,0.0122052,0.00188895,2.35074e-06,805,805
83850969,3670026,3670026,0,0,0,0,0,0.0270829,0.00333368,3.27694e-06,805,805
84894134,3670026,3670026,0,0,0,0,0,0.0248779,0.0024502,1.46921e-06,805,805
85832986,3670026,3670026,0,0,0,0,0,0.0294905,0.00172199,5.49865e-07,805,805
86876037,3670026,3670026,0,0,0,0,0,0.0491568,0.00247187,1.22017e-06,805,805
87919178,3670026,3670026,0,0,0,0,0,0.0369269,0.00212873,2.50817e-06,805,805
88857967,3670026,3670026,0,0,0,0,0,0.0425593,0.00238886,2.99724e-06,805,805
89901096,3670026,3670026,0,0,0,0,0,0.0423792,0.00242597,7.16551e-06,805,805
90839893,3670026,3670026,0,0,0,0,0,0.0530024,0.00296001,4.79257e-06,805,805
91883076,3670026,3670026,0,0,0,0,0,0.0471721,0.00217877,2.90512e-06,805,805
92926163,3670026,3670026,0,0,0,0,0,0.0443577,0.00250845,8.09814e-06,805,805
93865028,3670026,3670026,0,0,0,0,0,0.0475018,0.0024786,6.26194e-06,805,805
94908161,3670026,3670026,0,0,0,0,0,0.0507963,0.00286609,3.91059e-06,805,805
95847073,3670026,3670026,0,0,0,0,0,0.044242,0.00270331,2.32516e-06,805,805
96890082,3670026,3670026,0,0,0,0,0,0.0429098,0.00240097,4.05381e-06,805,805
97933379,3670026,3670026,0,0,0,0,0,0.0454446,0.00249997,4.59724e-06,805,805
98872081,3670026,3670026,0,0,0,0,0,0.0424796,0.00234261,5.62494e-06,805,805
99915194,3670026,3670026,0,0,0,0,0,0.0476667,0.00279002,4.35353e-06,805,805
100854070,3670026,3670026,0,0,0,0,0,0.0415315,0.00262794,5.8332e-06,805,805
101897172,3670026,3670026,0,0,0,0,0,0.0496649,0.00298566,3.82149e-06,805,805
102835948,3670026,3670026,0,0,0,0,0,0.047318,0.00254245,3.39589e-06,805,805
103879103,3670026,3670026,0,0,0,0,0,0.0579133,0.00276895,4.03756e-06,805,805
104922294,3670026,3670026,0,0,0,0,0,0.0426081,0.00233831,3.00005e-06,805,805
105861084,3670026,3670026,0,0,0,0,0,0.0396582,0.00224609,1.75245e-06,805,805
106904245,3670026,3670026,0,0,0,0,0,0.0468219,0.00259569,3.74372e-06,805,805
107842988,3670026,3670026,0,0,0,0,0,0.0511904,0.00302658,5.60088e-06,805,805
108886168,3670026,3670026,0,0,0,0,0,0.0479065,0.00262966,2.49384e-06,805,805
109929279,3670026,3670026,0,0,0,0,0,0.0418522,0.00249604,2.34392e-06,805,805
110868264,3670026,3670026,0,0,0,0,0,0.053835,0.0032052,3.33946e-06,805,805
111911349,3670026,3670026,0,0,0,0,0,0.0737446,0.00321131,4.75326e-06,805,805
