timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
79712860,0.0054848,0.00128145,0.00121228,0
79941331,0.0054848,0.00128145,0.00121228,1
80120153,0.0054848,0.00128145,0.00121228,1
80323812,0.0054848,0.00128145,0.00121228,1
80522503,0.0054848,0.00128145,0.00121228,1
80731259,0.0054848,0.00128145,0.00121228,1
80924853,0.0054848,0.00128145,0.00121228,1
81113610,0.0054848,0.00128145,0.00121228,1
81317269,0.0054848,0.00128145,0.00121228,1
81516037,0.0054848,0.00128145,0.00121228,1
81714655,0.0054848,0.00128145,0.00121228,1
81913343,0.0054848,0.00128145,0.00121228,1
82121970,0.0054848,0.00128145,0.00121228,1
82310745,0.0054848,0.00128145,0.00121228,1
82519355,0.0054848,0.00128145,0.00121228,1
82718044,0.0054848,0.00128145,0.00121228,1
82911784,0.0054848,0.00128145,0.00121228,1
240723873,0.0054848,0.00128145,0.00121228,1
240922535,0.0054848,0.00128145,0.00121228,1
241141100,0.0054848,0.00128145,0.00121228,1
241324891,0.0054848,0.00128145,0.00121228,1
241523654,0.0054848,0.00128145,0.00121228,1
241722278,0.0054848,0.00128145,0.00121228,1
241925940,0.0054848,0.00128145,0.00121228,1
242124633,0.0054848,0.00128145,0.00121228,1
242333258,0.0054848,0.00128145,0.00121228,1
