timestamp,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4]
83542615,-0.37037,3.69052,-2.51275,-1.25615,0.00045539,1.25711,2.51379,-0.0221574,-0.0193423,-0.0132901,-0.012365,-0.0178451,0.0107871,0.00533817,0.00633184,0.0123947,0.0151482,0.19999,0.200001,0.20001,0.200006,0.199993
83552549,-0.37856,3.69669,-2.51271,-1.25611,0.000491015,1.25714,2.51383,-0.0221574,-0.0193423,-0.0132901,-0.012365,-0.0178451,0.0107871,0.00533817,0.00633184,0.0123947,0.0151482,0.19999,0.200001,0.20001,0.200006,0.199993
83746317,-0.692908,3.86855,-2.51213,-1.25561,0.000809119,1.25743,2.51427,-0.0100365,-0.00601432,0.0153715,0.024569,0.00886521,0.0367924,0.0156123,0.0128914,0.0323904,0.0471634,0.199975,0.200063,0.200064,0.199977,0.199921
83945054,-0.71702,3.84009,-2.51263,-1.2563,-0.000326565,1.2562,2.51344,0.0551169,0.0380045,0.0489723,0.072868,0.0766652,0.0434587,0.0263643,0.00480528,0.00857451,0.0324667,0.199932,0.20023,0.20021,0.1999,0.199728
84143657,-0.269121,3.61841,-2.5121,-1.25547,-4.42409e-06,1.25591,2.51328,-0.0998202,-0.0756865,-0.0544195,-0.0653875,-0.0934603,-0.00320058,-0.0177207,0.000730745,0.0266702,0.0242504,0.199666,0.20028,0.200507,0.200034,0.199514
84347317,-0.38662,3.69543,-2.51241,-1.25593,-0.000463931,1.2556,2.51306,0.000977207,0.0142833,0.0350427,0.034611,0.0135506,0.00445474,-0.0130655,-0.00584255,0.0161386,0.0225294,0.199728,0.200312,0.200465,0.199975,0.19952
84546007,-0.435261,3.73685,-2.51235,-1.2559,-0.000211542,1.25602,2.51336,-0.0222802,0.00188659,0.0401838,0.0397661,0.00114591,-0.0134349,-0.045877,-0.032952,0.00747784,0.0195873,0.199799,0.20026,0.200361,0.199964,0.199616
84744774,-0.706104,3.84937,-2.51319,-1.25708,-0.00167204,1.25473,2.51245,-0.0149764,0.00431496,0.0386258,0.0405975,0.00745925,0.0286877,-0.00114051,0.00796543,0.0434196,0.056261,0.199872,0.200423,0.20039,0.199817,0.199498
84943390,-0.373775,3.68389,-2.51289,-1.2564,-0.00109987,1.25487,2.51242,-0.0620161,-0.0342992,-0.00479061,-0.0142136,-0.0496104,-0.0199207,-0.0419467,-0.0224263,0.0116953,0.0132711,0.199683,0.200351,0.200534,0.199979,0.199453
85152016,-0.517005,3.80867,-2.51233,-1.25611,-0.00122123,1.25475,2.51273,-0.0386607,-0.0114249,0.0320962,0.0318615,-0.0118872,0.0264519,-0.0104947,0.00394819,0.049818,0.0637876,0.199687,0.200533,0.200643,0.199864,0.199273
